slug,repo,worm_file,ts,mode,seed,population,generations,jitter,delta_linf,caos_ratio,sr,G,ece,rho_bias,fp,nov_last,nov_global,score,hash,gate_pass
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_070418_458455.json,2025-10-02 07:04:18,?,,,,,0.0016612288313673953,1.010591176600906,0.8539612277096941,0.8633506946503265,0.011667754233726521,1.0141693855843164,0.02350163135058978,,,0.7423959270000272,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_070846_726683.json,2025-10-02 07:08:46,?,,,,,0.003240617909421101,1.019285575257239,0.8650324223430516,0.8663316481371295,0.011355782362654806,1.013785624682202,0.02302979971035395,,,0.7473394945220675,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_182715_35865.json,2025-10-01 18:27:15,?,,,,,0.003239375465093666,1.019258470596055,0.8653697939508525,0.8658713398334033,0.011347960527016594,1.0134998609229748,0.0230286811695285,,,0.7473101317994265,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_183357_437457.json,2025-10-01 18:33:57,?,,,,,0.0032418464209531895,1.0190366297466407,0.865704378991817,0.8657929411058616,0.011349404333851336,1.0129312367808587,0.02302410520802422,,,0.747317808298867,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_184028_828936.json,2025-10-01 18:40:28,?,,,,,0.0032423236259908144,1.0193587055460773,0.8650514854369965,0.8663624235476836,0.011356552621072175,1.0134485688051764,0.02302871690163826,,,0.7473644606790786,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_184718_238873.json,2025-10-01 18:47:18,?,,,,,0.003241493112556464,1.0194285984705964,0.8655704721827472,0.8659837081923063,0.011348718882736631,1.0132880807473226,0.023020381232914562,,,0.7474079443800762,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_185405_645040.json,2025-10-01 18:54:05,?,,,,,0.003241595095989184,1.0194707946287174,0.8654707740781643,0.865971025879701,0.011349316929034818,1.0135800591258515,0.023026032015559656,,,0.7473933030420549,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_190310_190123.json,2025-10-01 19:03:10,?,,,,,0.003239768759926831,1.0193051989076467,0.8656028328076231,0.8657299887574694,0.011355271796523925,1.0132846288170105,0.023025603650322718,,,0.7473374703018485,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_191015_615358.json,2025-10-01 19:10:15,?,,,,,0.003239582686036691,1.0193113336636974,0.8649640385911148,0.8658306698934339,0.011354081215715076,1.013207107794322,0.023020647498291986,,,0.7472316520954558,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_191707_27564.json,2025-10-01 19:17:07,?,,,,,0.003239604814793199,1.019091184461651,0.8656027012288476,0.8656783428599445,0.011351440154992816,1.0137958845138137,0.023019968292134575,,,0.7472852258283347,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_192354_434817.json,2025-10-01 19:23:54,?,,,,,0.0032423244666461197,1.0193010376755218,0.8649236597870618,0.865834956516209,0.011350732784344618,1.0131019536126191,0.023025301993085955,,,0.7472227922113448,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_193042_842177.json,2025-10-01 19:30:42,?,,,,,0.0032423702574442452,1.019113637703546,0.8652460166690219,0.8657890282508374,0.011352964785931372,1.0131920082459442,0.023034245269601093,,,0.7472394895706166,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_193937_377665.json,2025-10-01 19:39:37,?,,,,,0.0032418469461034526,1.0193338781883354,0.8655503488349798,0.8657174960698752,0.01135063926063047,1.013271355801117,0.023016862710156495,,,0.7473319638107803,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_194616_776766.json,2025-10-01 19:46:16,?,,,,,0.0032411293021223976,1.0192729830208,0.8654840135297329,0.8660697570381479,0.011348959740787916,1.0137062130721604,0.0230279609771023,,,0.7473758845063717,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_195339_219262.json,2025-10-01 19:53:39,?,,,,,0.0032411199354746584,1.0192148218146009,0.8654921717385998,0.8662249506137317,0.011353372786107312,1.0133286599723799,0.023031339185687644,,,0.747396141623302,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_200016_616908.json,2025-10-01 20:00:16,?,,,,,0.003240384406783264,1.0190920953444391,0.8651685885369156,0.8661696662811281,0.011346624578020159,1.0129394250339316,0.02301633687327736,,,0.7472978507687235,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_200652_12565.json,2025-10-01 20:06:52,?,,,,,0.00324143938717954,1.0192155750317198,0.864901074066508,0.8658766076669671,0.011354287302767014,1.0136167748295657,0.02302065503369426,,,0.7472094449968288,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_201541_541563.json,2025-10-01 20:15:41,?,,,,,0.003239773589999127,1.0191385615764146,0.8654224057990912,0.8662678728780944,0.011346683666906266,1.0128896383248678,0.023020584586700907,,,0.7473769959433592,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_202226_946861.json,2025-10-01 20:22:26,?,,,,,0.0032410395648881964,1.019076049681344,0.8653737918606633,0.8663829071682855,0.011356643108621153,1.0135940283187335,0.023031152260411487,,,0.7473759781181329,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_202951_391904.json,2025-10-01 20:29:51,?,,,,,0.0032402723136004084,1.0191931507690286,0.8653308336657535,0.8662812132341406,0.011357482480871822,1.0132214638697006,0.023016403121554663,,,0.7473717054362621,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_203625_785717.json,2025-10-01 20:36:25,?,,,,,0.0032416197538151855,1.0194564166129325,0.8652695912597252,0.8657065638362286,0.011356695365325681,1.0131057546686009,0.023034965721700235,,,0.7472956721838377,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_204259_179663.json,2025-10-01 20:42:59,?,,,,,0.0032400172251236146,1.0193423038487472,0.8651882059792322,0.8657071385969919,0.011355665340513044,1.0137443585807513,0.023023354189998905,,,0.7472576311769679,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_205149_709465.json,2025-10-01 20:51:49,?,,,,,0.003241836543233407,1.019200266653293,0.8649871053082342,0.8660998828890918,0.011348894393507437,1.0137560360591154,0.023019607706129454,,,0.7472689680688068,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_205837_117838.json,2025-10-01 20:58:37,?,,,,,0.0032404727594531283,1.0190890095674237,0.8650764765946978,0.8664755634896031,0.011355754237060627,1.0128739537253797,0.023023028801209412,,,0.7473384261784086,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_210531_531195.json,2025-10-01 21:05:31,?,,,,,0.003239962677494181,1.0193924600495998,0.8654623949594993,0.8656721345970431,0.011348358885613032,1.0134917474528937,0.0230359785138355,,,0.7473149567167823,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_211215_935111.json,2025-10-01 21:12:15,?,,,,,0.0032406466111505592,1.0192102075214469,0.8650152096283419,0.8656597620773656,0.01135747564464996,1.0129742972264404,0.023028811934964293,,,0.7471865364096996,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_211854_334798.json,2025-10-01 21:18:54,?,,,,,0.00324124456227204,1.019145026091789,0.8649092031781646,0.865821061881889,0.011347770036233695,1.01299000861779,0.02303777479645266,,,0.7471847526595543,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_212744_864288.json,2025-10-01 21:27:44,?,,,,,0.0032408019659181954,1.0191117636772369,0.8650000648818239,0.8663062175749543,0.011346723496195596,1.0135182954160793,0.023030691477603265,,,0.7472940281226068,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_213426_266256.json,2025-10-01 21:34:26,?,,,,,0.0032420736928115814,1.0195179397307472,0.8649723092225847,0.8660246659014458,0.011353965921922579,1.0136492018802443,0.023029583024227473,,,0.7473130428149029,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_214101_661562.json,2025-10-01 21:41:01,?,,,,,0.0032394314096743063,1.0194008841399593,0.8655714284384188,0.8664196118162923,0.011349318091222117,1.0136889448204198,0.023034589484080926,,,0.7474878804033387,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_214800_80631.json,2025-10-01 21:48:00,?,,,,,0.0032405281435134064,1.019249158160081,0.8655565710738296,0.8658806144824894,0.011354505963837563,1.0136942310651267,0.02303710230997484,,,0.7473462135446014,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_215512_512578.json,2025-10-01 21:55:12,?,,,,,0.0032401653352971366,1.0190604260057787,0.8649175655392846,0.8658251882493724,0.01135020537342956,1.0137399864109817,0.023017744772355995,,,0.7471718740113681,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_220428_68538.json,2025-10-01 22:04:28,?,,,,,0.003240857317764696,1.0194743226889575,0.865406842957758,0.865725472932822,0.011355126351659452,1.0132117396420874,0.023017193861176646,,,0.7473322671581769,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_221116_476566.json,2025-10-01 22:11:16,?,,,,,0.003242290179276419,1.019425648585197,0.8652852345888432,0.8660425811001757,0.011351312506842962,1.013425848997752,0.0230330427234992,,,0.7473607153676644,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_221808_888544.json,2025-10-01 22:18:08,?,,,,,0.0032411391867489536,1.019212109633504,0.8654311769108489,0.8661536518422204,0.011354116865646514,1.012999255952734,0.023037696518145183,,,0.7473684341762854,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_222459_299678.json,2025-10-01 22:24:59,?,,,,,0.0032393082630245125,1.019095702756511,0.8650293847597743,0.8656652240234626,0.011346297367288764,1.0137016329798896,0.02302858133573182,,,0.7471684360902525,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_223207_727496.json,2025-10-01 22:32:07,?,,,,,0.003241452932848148,1.019089513445096,0.8655788535822828,0.8663355835966923,0.011349069250709744,1.0136054058880157,0.02303268534154927,,,0.7474109052521579,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_224131_291350.json,2025-10-01 22:41:31,?,,,,,0.0032400082216311956,1.0192862452225047,0.8656035280090321,0.8659462243450262,0.011352627910848512,1.013520291690649,0.023033253935335486,,,0.7473766129750206,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_224817_697368.json,2025-10-01 22:48:17,?,,,,,0.003241200124034584,1.0194560578103917,0.8649744243524871,0.8656612260213739,0.011349641277405547,1.013568760126677,0.023025607803756606,,,0.7472290567535412,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_225503_103689.json,2025-10-01 22:55:03,?,,,,,0.003242218665786784,1.0190285181055958,0.8648664892013183,0.8663252719034055,0.011352635316729883,1.0132743415400502,0.023038344042380678,,,0.7472534016393102,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_230209_529869.json,2025-10-01 23:02:09,?,,,,,0.003239687539787961,1.0192290477592065,0.8655047924310427,0.8659117769238769,0.011351581894949293,1.0136093365072802,0.023031451826074866,,,0.7473387575586804,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_230910_950294.json,2025-10-01 23:09:10,?,,,,,0.0032402785341793462,1.0191390445881814,0.865424510036363,0.8664504854269037,0.011356666718325182,1.0129282267937412,0.023023481774834587,,,0.7474128488678096,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_231837_517034.json,2025-10-01 23:18:37,?,,,,,0.0032392491478941484,1.0194862066040875,0.8654743564056021,0.8656933511347098,0.01135101809891785,1.0134868872839,0.023032410612516114,,,0.7473402897873154,,True
github.com-danielgonzagat-real-time-voice-cloning,https://github.com/danielgonzagat/Real-Time-Voice-Cloning,fusion_github.com-danielgonzagat-real-time-voice-cloning_20251001_232544_944733.json,2025-10-01 23:25:44,?,,,,,0.0032392383183334397,1.0191994550991674,0.865317118586063,0.8657859606460849,0.011355883555167394,1.0129416194630678,0.023033721005929122,,,0.7472693940738202,,True
